hotel_id,aspect,year_month,avg_sentiment_score,review_count
H001,amenities,2024-01,0.0002004589353288923,11
H001,amenities,2024-02,-0.058573866591734046,13
H001,amenities,2024-03,-0.17608247434391694,15
H001,amenities,2024-04,0.27476012164896185,10
H001,amenities,2024-05,0.25124919414520264,16
H001,amenities,2024-06,-0.06501259406407674,13
H001,amenities,2024-07,0.1667096714178721,11
H001,amenities,2024-08,-0.2258296746474046,9
H001,amenities,2024-09,0.06020786481745103,14
H001,amenities,2024-10,0.001968825856844584,11
H001,amenities,2024-11,0.0787296065917382,12
H001,amenities,2024-12,0.11102407508426243,9
H001,amenities,2025-01,0.20207929015159606,9
H001,amenities,2025-02,0.06920235951741537,13
H001,amenities,2025-03,0.333311743206448,8
H001,amenities,2025-04,0.6696900924046835,4
H001,amenities,2025-05,0.0003349483013153076,11
H001,amenities,2025-06,0.28683313727378845,11
H001,amenities,2025-07,-0.11085816224416097,9
H001,amenities,2025-08,0.2939079544123481,12
H001,amenities,2025-09,0.33352771401405334,5
H001,amenities,2025-10,0.39993892312049867,9
H001,amenities,2025-11,0.4999672969182332,11
H001,amenities,2025-12,-0.1750901972546297,12
H001,cleanliness,2024-01,0.49965064227581024,4
H001,cleanliness,2024-02,0.3329099218050639,3
H001,cleanliness,2024-03,0.0003822743892669678,2
H001,cleanliness,2024-04,0.9998728036880493,1
H001,cleanliness,2024-05,-0.000571519136428833,4
H001,cleanliness,2024-06,0.20028038024902345,5
H001,cleanliness,2024-07,0.9979652166366577,1
H001,cleanliness,2024-08,-0.000571519136428833,2
H001,cleanliness,2024-09,0.3329099218050639,3
H001,cleanliness,2024-10,0.20028038024902345,5
H001,cleanliness,2024-11,0.9998728036880493,1
H001,cleanliness,2024-12,0.9986010789871216,3
H001,cleanliness,2025-01,-0.000571519136428833,2
H001,cleanliness,2025-02,0.713214031287602,7
H001,cleanliness,2025-03,0.9979652166366577,1
H001,cleanliness,2025-04,0.9989190101623535,2
H001,cleanliness,2025-05,0.9998728036880493,4
H001,cleanliness,2025-06,0.9979652166366577,4
H001,cleanliness,2025-07,0.9979652166366577,1
H001,cleanliness,2025-08,0.7490463778376579,8
H001,cleanliness,2025-09,0.9998728036880493,1
H001,cleanliness,2025-10,0.9979652166366577,1
H001,cleanliness,2025-11,0.9993959069252014,4
H001,cleanliness,2025-12,0.33227405945460003,3
H001,location,2024-01,0.9998537302017212,2
H001,location,2024-02,0.9998537302017212,1
H001,location,2024-03,0.9998537302017212,1
H001,location,2024-05,0.9998537302017212,1
H001,location,2024-06,0.9998537302017212,1
H001,location,2024-07,0.9998537302017212,1
H001,location,2024-08,0.9998537302017212,2
H001,location,2024-09,0.9998537302017212,1
H001,location,2025-01,0.9998537302017212,2
H001,location,2025-02,0.9998537302017212,2
H001,location,2025-04,0.9998537302017212,1
H001,location,2025-05,0.9998537302017212,2
H001,location,2025-07,0.9998537302017212,3
H001,location,2025-08,0.9998537302017212,1
H001,location,2025-11,0.9998537302017212,1
H001,location,2025-12,0.9998537302017212,1
H001,service,2024-01,0.9997287094593048,2
H001,service,2024-02,0.9995835423469543,1
H001,service,2024-03,0.9998738765716553,1
H001,service,2024-04,0.3332202037175496,3
H001,service,2024-05,0.3332202037175496,3
H001,service,2024-06,0.3332202037175496,3
H001,service,2024-07,0.49988362193107605,4
H001,service,2024-08,0.3332202037175496,3
H001,service,2024-09,0.9997577428817749,5
H001,service,2024-10,-3.4049153327941895e-05,4
H001,service,2024-11,0.9995835423469543,2
H001,service,2025-01,0.9998738765716553,2
H001,service,2025-02,-0.3333366910616557,3
H001,service,2025-04,0.9995835423469543,1
H001,service,2025-05,0.9997287094593048,2
H001,service,2025-06,-0.9997968077659607,1
H001,service,2025-08,3.853440284729004e-05,2
H001,service,2025-09,0.9998738765716553,1
H001,service,2025-10,-0.00010663270950317383,2
H001,service,2025-11,0.9998738765716553,1
H001,service,2025-12,0.9996803204218546,3
H001,value,2024-04,-0.978774905204773,1
H001,value,2024-05,-0.978774905204773,1
H001,value,2024-06,-0.978774905204773,1
H001,value,2024-08,-0.978774905204773,3
H001,value,2024-09,-0.978774905204773,1
H001,value,2024-10,-0.978774905204773,1
H001,value,2024-11,-0.978774905204773,1
H001,value,2025-01,-0.978774905204773,1
H001,value,2025-02,-0.978774905204773,2
H001,value,2025-04,-0.978774905204773,1
H001,value,2025-06,-0.978774905204773,1
H001,value,2025-12,-0.978774905204773,1
H002,amenities,2024-01,-0.6664182643095652,6
H002,amenities,2024-02,0.9997404217720032,1
H002,amenities,2024-03,-0.9996500015258789,2
H002,amenities,2024-04,0.49989281594753265,4
H002,amenities,2024-05,4.521012306213379e-05,3
H002,amenities,2024-06,-0.5997719168663025,5
H002,amenities,2024-07,0.9997404217720032,1
H002,amenities,2024-08,-0.3331865270932515,5
H002,amenities,2024-09,0.3332769473393758,3
H002,amenities,2024-10,4.521012306213379e-05,4
H002,amenities,2024-11,-0.3331865270932515,3
H002,amenities,2024-12,-0.6664182643095652,6
H002,amenities,2025-01,-0.19989383220672607,4
H002,amenities,2025-02,-0.5997719168663025,5
H002,amenities,2025-03,-0.9996500015258789,4
H002,amenities,2025-04,0.3332769473393758,3
H002,amenities,2025-05,-0.9996500015258789,2
H002,amenities,2025-06,0.9997404217720032,1
H002,amenities,2025-08,0.11112245586183336,9
H002,amenities,2025-09,-0.9996500015258789,1
H002,amenities,2025-10,-0.1426823309489659,6
H002,amenities,2025-12,-0.1427683915410723,7
H002,location,2024-01,-0.6637254705031713,9
H002,location,2024-02,-0.4228609119142805,5
H002,location,2024-03,-0.4975215047597885,4
H002,location,2024-04,-0.5500380661752489,9
H002,location,2024-05,-0.5956421852111816,6
H002,location,2024-06,-0.5523183014657762,8
H002,location,2024-07,0.14587041309901647,6
H002,location,2024-08,-0.49752481281757355,6
H002,location,2024-09,-0.3301541606585185,3
H002,location,2024-10,-0.28104206919670105,13
H002,location,2024-11,-0.19804645776748658,4
H002,location,2024-12,-0.9978883937001228,7
H002,location,2025-01,-0.6644763251145681,6
H002,location,2025-02,-0.27010039307854394,9
H002,location,2025-03,-0.24870982021093369,6
H002,location,2025-04,-0.33014533917109173,3
H002,location,2025-05,-0.6640461583932241,5
H002,location,2025-06,0.004593759775161743,4
H002,location,2025-07,-0.49625085294246674,3
H002,location,2025-08,-0.79584801197052,9
H002,location,2025-09,-0.9932350516319275,6
H002,location,2025-10,-0.9963533367429461,5
H002,location,2025-11,-0.4930296093225479,3
H002,location,2025-12,-0.9959617629647255,8
H002,value,2024-01,0.9998352527618408,2
H002,value,2024-02,0.9998352527618408,1
H002,value,2024-03,0.9998258650302887,4
H002,value,2024-04,0.9998164772987366,4
H002,value,2024-06,0.9998258650302887,2
H002,value,2024-07,0.9998352527618408,1
H002,value,2024-08,0.9998164772987366,3
H002,value,2024-10,0.9998352527618408,1
H002,value,2024-11,0.9998164772987366,1
H002,value,2024-12,0.9998289942741394,6
H002,value,2025-01,0.999822735786438,3
H002,value,2025-02,0.9998352527618408,2
H002,value,2025-03,0.9998289942741394,3
H002,value,2025-04,0.9998289942741394,3
H002,value,2025-05,0.9998352527618408,2
H002,value,2025-06,0.9998164772987366,2
H002,value,2025-08,0.5001213848590851,4
H002,value,2025-09,0.9998352527618408,1
H002,value,2025-10,0.999822735786438,3
H002,value,2025-11,0.9998289942741394,3
H002,value,2025-12,0.999822735786438,3
H003,amenities,2024-01,0.9992555181185404,2
H003,amenities,2024-02,0.49926937371492386,8
H003,amenities,2024-03,0.9992309113343557,5
H003,amenities,2024-04,0.9994634985923767,3
H003,amenities,2024-05,0.9993744343519211,3
H003,amenities,2024-06,0.9996107816696167,4
H003,amenities,2024-07,0.9995595812797546,2
H003,amenities,2024-08,0.9992283061146736,7
H003,amenities,2024-09,-0.0008366405963897705,2
H003,amenities,2024-10,0.9994002938270569,4
H003,amenities,2024-11,0.9995595812797546,2
H003,amenities,2024-12,0.9996850490570068,2
H003,amenities,2025-01,0.9995107203722,7
H003,amenities,2025-02,0.999710738658905,3
H003,amenities,2025-03,0.49991609156131744,4
H003,amenities,2025-04,0.999395455632891,7
H003,amenities,2025-05,0.9992294609546661,3
H003,amenities,2025-06,0.428681526865278,7
H003,amenities,2025-07,0.9995908290147781,4
H003,amenities,2025-08,0.9989842375119528,3
H003,amenities,2025-09,0.4997421056032181,4
H003,amenities,2025-11,0.9997657060623169,3
H003,amenities,2025-12,0.9991540114084879,3
H003,location,2024-01,0.9990744292736053,2
H003,location,2024-02,-0.9906662106513977,1
H003,location,2024-03,0.9989938139915466,1
H003,location,2024-04,0.9989938139915466,1
H003,location,2024-05,0.9990744292736053,2
H003,location,2024-06,0.9989938139915466,3
H003,location,2024-07,0.9989938139915466,1
H003,location,2024-08,0.9991550445556641,1
H003,location,2024-09,0.9990744292736053,2
H003,location,2024-10,0.9990744292736053,1
H003,location,2024-11,0.9991550445556641,1
H003,location,2025-01,0.9989938139915466,3
H003,location,2025-02,0.9991550445556641,1
H003,location,2025-04,0.9991550445556641,1
H003,location,2025-05,0.9989938139915466,1
H003,location,2025-06,0.9991550445556641,1
H003,location,2025-07,0.9990744292736053,2
H003,location,2025-08,0.9990744292736053,3
H003,location,2025-09,0.9991550445556641,1
H003,location,2025-11,0.9990475575129191,3
H003,location,2025-12,0.9991013010342916,2
H003,service,2024-01,0.00011450052261352539,2
H003,service,2024-02,-0.4283496652330671,5
H003,service,2024-03,0.33278902371724445,3
H003,service,2024-04,0.9995835423469543,1
H003,service,2024-05,-0.1995463490486145,3
H003,service,2024-06,-0.3320781985918681,3
H003,service,2024-07,-0.9996352195739746,3
H003,service,2024-08,0.0003554125626881917,4
H003,service,2024-09,-0.49976035952568054,4
H003,service,2024-10,0.4994174838066101,4
H003,service,2024-11,-0.9996352195739746,3
H003,service,2024-12,0.33375267187754315,2
H003,service,2025-01,-0.19920111894607545,5
H003,service,2025-02,-0.3332289656003316,3
H003,service,2025-04,-0.3328944941361745,5
H003,service,2025-05,0.9981380701065063,1
H003,service,2025-06,-0.9996352195739746,1
H003,service,2025-07,-2.5838613510131836e-05,2
H003,service,2025-08,0.33269546429316205,3
H003,service,2025-09,-0.9996352195739746,5
H003,service,2025-10,-0.9996352195739746,3
H003,service,2025-11,-0.4989674538373947,3
H003,service,2025-12,4.433095455169678e-05,4
H004,amenities,2024-01,0.9987080097198486,7
H004,amenities,2024-02,0.9985429445902506,9
H004,amenities,2024-03,0.3330443633927239,9
H004,amenities,2024-04,0.9988318085670471,4
H004,amenities,2024-05,0.11095473501417372,9
H004,amenities,2024-06,0.5547488398022122,9
H004,amenities,2024-07,0.8321201552947363,12
H004,amenities,2024-08,0.9984604120254517,7
H004,amenities,2024-09,0.9996984004974365,3
H004,amenities,2024-10,0.49913014471530914,8
H004,amenities,2024-11,0.7489809766411781,8
H004,amenities,2024-12,0.9988318085670471,6
